latitude	longitude	altitude	geometry	coordinates	OBJECTID	CODE	GIS_PIN	GlobalID	GISPINOLD	SHAPE_Leng	ShapeSTArea	ShapeSTLength	Bldg_Type												
			Polygon	-72.70754567322288,41.753411535944124,-72.70754919039916,41.75341315636603,-72.7075777673621,41.75342647665636,-72.70789402116499,41.753573658703765,-72.70789563381753,41.75357171084987,-72.7079888676178,41.75345846074759,-72.70765363795546,41.753301420011276,-72.70764202401531,41.753295982064735,-72.70763821376484,41.75329419688089,-72.70754567322288,41.753411535944124	183919	PIN	137481101		317001028		5560.85321	323.7466672	Two Family												
			Polygon	-72.7079888676178,41.75345846074759,-72.70799582870126,41.75346170153765,-72.70828716841355,41.75359822561012,-72.70836784394784,41.753636016100764,-72.70837008132142,41.753633190294565,-72.70845759266976,41.75352704544896,-72.70846261737371,41.75352100983087,-72.70846243420227,41.753520899993525,-72.70841297379252,41.75349769297353,-72.7080901264963,41.75334609165287,-72.70808375161532,41.75334312550982,-72.70799169178503,41.753455003976676,-72.7079888676178,41.75345846074759	183927	PIN	137481091		317001005		6014.670898	342.6079671	Three Family												
			Polygon	-72.71068369139027,41.75364418298123,-72.71087568701181,41.75365352391275,-72.71088738730869,41.75351664295326,-72.71069407278354,41.753507246705844,-72.71068369139027,41.75364418298123	183930	PIN	137479066		303003025		2632.853455	205.3180648	Three Family												
			Polygon	-72.71329321348884,41.75363678218741,-72.71330640550414,41.753637280353814,-72.71374522468699,41.753654049407785,-72.71376288885864,41.75365474102677,-72.71375494862065,41.75356703119315,-72.71375396516994,41.75355621840226,-72.71374955801626,41.75350747852017,-72.71330498730933,41.753488457339536,-72.71330424933109,41.75349729370206,-72.71329321348884,41.75363678218741	183931	PIN	114471015		303001021		6715.766602	357.7575803	Cape Cod												
			Polygon	-72.71087568701181,41.75365352391275,-72.71125311607817,41.75367598972731,-72.71126423122696,41.753535733063785,-72.71088738730869,41.75351664295326,-72.71087568701181,41.75365352391275	183933	PIN	137479065		303003026		5219.692688	307.5522734	APARTMENT												
			Polygon	-72.70679760413171,41.7535264908493,-72.70681907369281,41.75353607643883,-72.70712789159332,41.75367409188864,-72.70714349925986,41.753681013283405,-72.70714379233856,41.753681178049284,-72.7072371773797,41.75356312611447,-72.70723701023314,41.75356303257533,-72.70722178958572,41.75355625969942,-72.70691297204735,41.75341824449693,-72.70689102622954,41.75340843920391,-72.7067998048851,41.7535237199454,-72.70679760413171,41.7535264908493	183935	PIN	137482128		317002009		5499.864075	319.9960086	Old Style												
			Polygon	-72.70745335237993,41.75352865546814,-72.70745617343945,41.75352997376484,-72.70748299183494,41.753542497587304,-72.70779836515533,41.75368987166819,-72.70779939211798,41.753688637115594,-72.70789402116499,41.753573658703765,-72.7075777673621,41.75342647665636,-72.70754919039916,41.75341315636603,-72.70754567322288,41.753411535944124,-72.70745335237993,41.75352865546814	183936	PIN	137481102		317001027		5532.25	322.1838859	Three Family												
			Polygon	-72.71144071634882,41.7536814862442,-72.71180697164733,41.75369774442963,-72.71181826570441,41.753560863243386,-72.7114527086753,41.753544550440566,-72.71144071634882,41.7536814862442	183939	PIN	137477037		303004013		4999.841309	300.0163269	MIXED USE												
			Polygon	-72.70789402116499,41.753573658703765,-72.70790127422669,41.753577009377345,-72.70825434902825,41.75374135563694,-72.70827365700369,41.75375033643066,-72.7082739504041,41.753750007222585,-72.70836784394784,41.753636016100764,-72.70828716841355,41.75359822561012,-72.70799582870126,41.75346170153765,-72.7079888676178,41.75345846074759,-72.70789563381753,41.75357171084987,-72.70789402116499,41.753573658703765	183952	PIN	137481090		317001006		5992.44873	342.2077609	Three Family												
			Polygon	-72.70855774514327,41.75376778267599,-72.70859761834626,41.753768400730216,-72.70870833247437,41.75377008696721,-72.70904989349437,41.75377525815458,-72.70905297193565,41.7537753141326,-72.70905190177572,41.75372901766983,-72.7090472299331,41.75352500588057,-72.70903784782566,41.75352519465082,-72.7089500373095,41.75352672769217,-72.70875077782907,41.753530141884795,-72.70856005581011,41.75376495689248,-72.70855774514327,41.75376778267599	183954	PIN	137479076		303003015		9612.823853	408.6488809	Two Family												
			Polygon	-72.70906447946801,41.75377548287207,-72.70923339094217,41.753778039962036,-72.70923665148109,41.75377809599944,-72.70923186652274,41.753521832996945,-72.70922112840896,41.75352204874589,-72.7090472299331,41.75352500588057,-72.70905190177572,41.75372901766983,-72.70905297193565,41.7537753141326,-72.70906447946801,41.75377548287207	183955	PIN	137479075		303003016		4637.657776	285.1372707	Three Family												
			Polygon	-72.70923665148109,41.75377809599944,-72.7094167051631,41.7537808214132,-72.70941996684759,41.75378087744583,-72.70941993081864,41.75377988949069,-72.70941507266224,41.753518659314835,-72.70940440899163,41.753518875107005,-72.70923186652274,41.753521832996945,-72.70923665148109,41.75377809599944	183958	PIN	137479074		303003017		4723.280212	288.9835026	Two Family												
			Polygon	-72.70941996684759,41.75378087744583,-72.70960049695879,41.7537836301832,-72.70960328108457,41.753783658600675,-72.7096031746853,41.75377797789412,-72.7095982810743,41.75351548534265,-72.70959468948196,41.75351556641379,-72.70941507266224,41.753518659314835,-72.70941993081864,41.75377988949069,-72.70941996684759,41.75378087744583	183959	PIN	137479073		303003018		4832.5578	293.3242483	Two Family												
			Polygon	-72.70960328108457,41.753783658600675,-72.70978381006607,41.753786411050825,-72.70978655868879,41.75378643945149,-72.70978638189261,41.75377606599377,-72.70978148832316,41.753512311079234,-72.70977089680628,41.75351252693039,-72.7095982810743,41.75351548534265,-72.7096031746853,41.75377797789412,-72.70960328108457,41.753783658600675	183961	PIN	137479072		303003019		4940.423645	297.6541738	Two Family												
			Polygon	-72.70978655868879,41.75378643945149,-72.70996701440572,41.75378916414667,-72.70996987295726,41.7537892200239,-72.70996958908908,41.7537741538026,-72.70996465776038,41.7535091365118,-72.70995410403823,41.75350935239291,-72.70978148832316,41.753512311079234,-72.70978638189261,41.75377606599377,-72.70978655868879,41.75378643945149	183962	PIN	137479071		303003020		5048.205872	301.9942794	Old Style												
			Polygon	-72.71328232331962,41.753773773414345,-72.71329705571489,41.75377432695757,-72.71375090140072,41.75379167706682,-72.71377439261947,41.75379256261403,-72.71377524163464,41.75378166807061,-72.71377502286443,41.75377966553175,-72.71377199472623,41.753755212147546,-72.71376288885864,41.75365474102677,-72.71374522468699,41.753654049407785,-72.71330640550414,41.753637280353814,-72.71329321348884,41.75363678218741,-72.71329258477444,41.753644795298825,-72.71328232331962,41.753773773414345	183963	PIN	114471016		303001020		6577.586182	363.1255522	Cape Cod												
			Polygon	-72.70996987295726,41.7537892200239,-72.71015069517505,41.75379194455902,-72.710153150593,41.75379200029255,-72.71015279627474,41.75377224132057,-72.71014782946959,41.75350596251205,-72.7101373479006,41.7535061775772,-72.70996465776038,41.7535091365118,-72.70996958908908,41.7537741538026,-72.70996987295726,41.7537892200239	183964	PIN	137479070		303003021		5156.645508	306.3251644	APARTMENT												
			Polygon	-72.710153150593,41.75379200029255,-72.7103343393116,41.75379472466638,-72.71033646489299,41.75379478028264,-72.71033600344957,41.75377032854764,-72.71033103664817,41.753502813961376,-72.71032055509662,41.753503002457954,-72.71014782946959,41.75350596251205,-72.71015279627474,41.75377224132057,-72.710153150593,41.75379200029255	183965	PIN	137479069		303003022		5265.578369	310.6750408	Two Family												
			Polygon	-72.71033646489299,41.75379478028264,-72.71051666411661,41.75379750403014,-72.71051974256021,41.753797559969,-72.71051921061353,41.75376841548387,-72.71051420717681,41.75349963852205,-72.7105038355714,41.75349982707287,-72.71033103664817,41.753502813961376,-72.71033600344957,41.75377032854764,-72.71033646489299,41.75379478028264	183968	PIN	137479068		303003023		5373.436401	314.985944	Old Style												
			Polygon	-72.71051974256021,41.753797559969,-72.71064357684793,41.75379944093678,-72.71066468622229,41.75379975000499,-72.71066696977448,41.75378108964761,-72.71068369139027,41.75364418298123,-72.71069407278354,41.753507246705844,-72.71069407930113,41.75349651655426,-72.71051420717681,41.75349963852205,-72.71051921061353,41.75376841548387,-72.71051974256021,41.753797559969	183969	PIN	137479067		303003024		4917.846252	308.0360141	Two Family												
			Polygon	-72.70670271450643,41.753646407978906,-72.70672869171402,41.75365791627544,-72.7070363372892,41.753794147741445,-72.7070492337663,41.75379988809692,-72.70704971006974,41.753800080374106,-72.70714379233856,41.753681178049284,-72.70714349925986,41.753681013283405,-72.70712789159332,41.75367409188864,-72.70681907369281,41.75353607643883,-72.70679760413171,41.7535264908493,-72.70670630910239,41.75364185381469,-72.70670271450643,41.753646407978906	183970	PIN	137482127		317002010		5563.319336	321.1572618	Two Family												
			Polygon	-72.7073597107555,41.75364744844081,-72.70736216544228,41.75364860194738,-72.70738645599249,41.75365980760124,-72.70770274661375,41.75380605712106,-72.70770322342152,41.753805480996036,-72.70779836515533,41.75368987166819,-72.70748299183494,41.753542497587304,-72.70745617343945,41.75352997376484,-72.70745335237993,41.75352865546814,-72.7073597107555,41.75364744844081	183972	PIN	137481103		317001026		5523.525269	320.9714464	Two Family												
			Polygon	-72.71066696977448,41.75378108964761,-72.71067334643428,41.75378139454966,-72.71124266532162,41.753808288182675,-72.71125311607817,41.75367598972731,-72.71087568701181,41.75365352391275,-72.71068369139027,41.75364418298123,-72.71066696977448,41.75378108964761	183973	PIN	137479064		303003027		7741.960449	411.5971177	APARTMENT												
			Polygon	-72.71142931168993,41.75381809292432,-72.71179545854727,41.75383116773911,-72.71180697164733,41.75369774442963,-72.71144071634882,41.7536814862442,-72.71142931168993,41.75381809292432	183978	PIN	137477038		303004012		4932.758057	298.7297399	APARTMENT												
			Polygon	-72.71179545854727,41.75383116773911,-72.71198052972488,41.753838089568795,-72.7120031165605,41.75356915710709,-72.71181826570441,41.753560863243386,-72.71180697164733,41.75369774442963,-72.71179545854727,41.75383116773911	183979	PIN	137477036		303004014		4972.173096	297.9759574	Two Family												
			Polygon	-72.71406888517369,41.75381979565267,-72.71421232759877,41.753819840223244,-72.71458396086962,41.753788944452225,-72.71473862472092,41.753776066231154,-72.71473858778826,41.75377658763401,-72.71473788650152,41.7537856984446,-72.7147445911792,41.75378937783438,-72.71475180875774,41.75379338669455,-72.71475646956398,41.75384885010944,-72.7147576348154,41.75386262677378,-72.71479934089312,41.75386263950219,-72.7148016497533,41.7538626402064,-72.71481887455619,41.75386264545854,-72.71481887455649,41.75386264545304,-72.7148189046041,41.75386209454462,-72.71482397841922,41.75376898458137,-72.71482535053312,41.75374354548105,-72.71483031892784,41.753652042148424,-72.71483279368093,41.75360644327597,-72.71483642142474,41.7535397857225,-72.71483642142508,41.75353978571634,-72.71482462050477,41.75354008399074,-72.7147922961753,41.75354089741939,-72.7138015293905,41.7535658932135,-72.71375494862065,41.75356703119315,-72.71376288885864,41.75365474102677,-72.71377199472623,41.753755212147546,-72.71406202278632,41.753770204293,-72.71406817955518,41.753770535524204,-72.71406888517369,41.75381979565267	183984	PIN	114471004		303001024		25573.12219	814.5538149	OFFICE/WHS												
			Polygon	-72.70779836515533,41.75368987166819,-72.70780598571196,41.753693442024826,-72.70815957341904,41.753858666928274,-72.70817748916062,41.75386704349041,-72.70817767256312,41.75386679657125,-72.70826254384978,41.75376375196433,-72.70827365700369,41.75375033643066,-72.70825434902825,41.75374135563694,-72.70790127422669,41.753577009377345,-72.70789402116499,41.753573658703765,-72.70779939211798,41.753688637115594,-72.70779836515533,41.75368987166819	183986	PIN	137481089		317001007		6080.21936	343.6222859	RELIGIOUS												
			Polygon	-72.71289647084188,41.753866900797874,-72.71312735219885,41.75387518020665,-72.71314673786564,41.75362029724007,-72.71291769098525,41.7536100151309,-72.71289647084188,41.753866900797874	183988	PIN	114477035		303004020		5869.576294	312.496212	Old Style												
			Polygon	-72.70660848475482,41.753765501989946,-72.70662643715741,41.75377352204995,-72.70693170205323,41.753909752896185,-72.70695416099986,41.75391975047155,-72.70695478382534,41.75392005257516,-72.70704971006974,41.753800080374106,-72.7070492337663,41.75379988809692,-72.7070363372892,41.753794147741445,-72.70672869171402,41.75365791627544,-72.70670271450643,41.753646407978906,-72.70661314303575,41.75375965841479,-72.70660848475482,41.753765501989946	183998	PIN	137482126		317002011		5569.179932	321.2599349	Two Family												
			Polygon	-72.70726617884152,41.75376607671775,-72.70726826715463,41.75376706543355,-72.70728995644853,41.75377711754464,-72.70760588072332,41.75392369650421,-72.70760723776458,41.75392210531763,-72.70770274661375,41.75380605712106,-72.70738645599249,41.75365980760124,-72.70736216544228,41.75364860194738,-72.7073597107555,41.75364744844081,-72.70726617884152,41.75376607671775	184000	PIN	137481104		317001025		5506.872375	319.6112732	Three Family												
			Polygon	-72.71327143424952,41.75391076463606,-72.7132877059016,41.753911346113206,-72.71375628496514,41.75392927718607,-72.71376357788525,41.753929553904634,-72.7137645005854,41.75391797331365,-72.71377439261947,41.75379256261403,-72.71375090140072,41.75379167706682,-72.71329705571489,41.75377432695757,-72.71328232331962,41.753773773414345,-72.71328165899027,41.753781978614036,-72.71327143424952,41.75391076463606	184003	PIN	114471018		303001019		6722.38147	368.9161551	Cape Cod												
			Polygon	-72.71376357788525,41.753929553904634,-72.71405221627252,41.753940593867775,-72.71406376035873,41.7539410091057,-72.71407061349807,41.753941285667935,-72.71406927332912,41.75384677209096,-72.71406888517369,41.75381979565267,-72.71406817955518,41.753770535524204,-72.71406202278632,41.753770204293,-72.71377199472623,41.753755212147546,-72.71377502286443,41.75377966553175,-72.71377524163464,41.75378166807061,-72.71377439261947,41.75379256261403,-72.7137645005854,41.75391797331365,-72.71376357788525,41.753929553904634	184007	PIN	114471017		303001031		5139.494507	290.7850212													
			Polygon	-72.7106503583675,41.753917447487716,-72.71066175574991,41.75391800023021,-72.71123188192264,41.75394519691918,-72.71124266532162,41.753808288182675,-72.71067334643428,41.75378139454966,-72.71066696977448,41.75378108964761,-72.71066468622229,41.75379975000499,-72.71066354466257,41.75380872342673,-72.71065035848432,41.75391725538785,-72.7106503583675,41.753917447487716	184008	PIN	137479063		303003028		7898.656311	416.2651375	Three Family												
			Polygon	-72.71141790447955,41.753955056354975,-72.71196919797522,41.753975300063374,-72.71198052972488,41.753838089568795,-72.71179545854727,41.75383116773911,-72.71142931168993,41.75381809292432,-72.71141790447955,41.753955056354975	184017	PIN	137477039		303004011		7542.307739	401.2902092	APARTMENT												
			Polygon	-72.70770274661375,41.75380605712106,-72.70771051375507,41.75380965498048,-72.70779195892557,41.75384730893962,-72.70806476132617,41.75397342594064,-72.70808286147569,41.753981802584235,-72.70817748916062,41.75386704349041,-72.70815957341904,41.753858666928274,-72.70780598571196,41.753693442024826,-72.70779836515533,41.75368987166819,-72.70770322342152,41.753805480996036,-72.70770274661375,41.75380605712106	184021	PIN	137481088		317001008		6027.369507	342.715343	APARTMENT												
			Polygon	-72.71214397166852,41.75398161449412,-72.71221429893708,41.753984162283366,-72.71219324352971,41.75357772683171,-72.7120031165605,41.75356915710709,-72.71198052972488,41.753838089568795,-72.71196919797522,41.753975300063374,-72.71214397166852,41.75398161449412	184022	PIN	137477035		303004015		8799.041687	415.4280347	APARTMENT												
			Polygon	-72.71232677124148,41.753988288037355,-72.71251799989838,41.75399521101452,-72.71255213225601,41.75359370581067,-72.71219324352971,41.75357772683171,-72.71221429893708,41.753984162283366,-72.71232677124148,41.753988288037355	184025	PIN	137477034		303004016		13316.24579	475.8824574	Ranch												
			Polygon	-72.71255398822075,41.753996347853914,-72.71270123934798,41.75400185666458,-72.71273492984277,41.75360199783569,-72.71255213225601,41.75359370581067,-72.71251799989838,41.75399521101452,-72.71255398822075,41.753996347853914	184028	PIN	114477037		303004017		7315.018433	392.6258063	Old Style												
			Polygon	-72.71270123934798,41.75400185666458,-72.71288425892756,41.75400852939575,-72.71289647084188,41.753866900797874,-72.71291769098525,41.7536100151309,-72.71273492984277,41.75360199783569,-72.71270123934798,41.75400185666458	184031	PIN	114477036		303004018		7290.12384	391.4505869	APARTMENT												
			Polygon	-72.70651627204352,41.753882044495924,-72.70653847450521,41.753891849955714,-72.70684370433332,41.75402626978969,-72.70686279267244,41.754034701022256,-72.70686374526286,41.7540351138786,-72.70695478382534,41.75392005257516,-72.70695416099986,41.75391975047155,-72.70693170205323,41.753909752896185,-72.70662643715741,41.75377352204995,-72.70660848475482,41.753765501989946,-72.70651971994229,41.75387768238244,-72.70651627204352,41.753882044495924	184036	PIN	137482125		317002012		5395.375305	318.0993631	Old Style												
			Polygon	-72.70717506740716,41.75388165965795,-72.70717653289654,41.7538823462729,-72.70720203232557,41.75389442972701,-72.70751018813922,41.75403996409262,-72.70760588072332,41.75392369650421,-72.70728995644853,41.75377711754464,-72.70726826715463,41.75376706543355,-72.70726617884152,41.75376607671775,-72.70717506740716,41.75388165965795	184038	PIN	137481105		317001024		5356.462891	315.8350747	Three Family												
			Polygon	-72.71326054514896,41.75404772840944,-72.71327839268184,41.75404839271803,-72.71404286916432,41.754077640522254,-72.71406551644084,41.75407849830436,-72.71407258948693,41.75407877493495,-72.71407061349807,41.753941285667935,-72.71406376035873,41.7539410091057,-72.71405221627252,41.753940593867775,-72.71376357788525,41.753929553904634,-72.71375628496514,41.75392927718607,-72.7132877059016,41.753911346113206,-72.71327143424952,41.75391076463606,-72.71327080661268,41.75391888751859,-72.71326054514896,41.75404772840944	184045	PIN	114471019		303001018		11005.90332	540.312952	Cape Cod												
			Polygon	-72.71064276181534,41.75405487866666,-72.71065001805425,41.75405521045513,-72.71122106178,41.75408218796637,-72.71123188192264,41.75394519691918,-72.71066175574991,41.75391800023021,-72.7106503583675,41.753917447487716,-72.71064276181534,41.75405487866666	184047	PIN	137479062		303003029		7936.231384	417.2341621	Two Family												
			Polygon	-72.70760588072332,41.75392369650421,-72.70761427070201,41.753927596470106,-72.7078923131086,41.75405662474237,-72.7079630970604,41.754089444747216,-72.70798555594365,41.754099881206834,-72.70808139433902,41.75398364072199,-72.70808286147569,41.753981802584235,-72.70806476132617,41.75397342594064,-72.70779195892557,41.75384730893962,-72.70771051375507,41.75380965498048,-72.70770274661375,41.75380605712106,-72.70760723776458,41.75392210531763,-72.70760588072332,41.75392369650421	184051	PIN	137481087		317001009		6150.70105	344.6956215	Three Family												
			Polygon	-72.71176755364623,41.75410525763658,-72.71195720669472,41.75411218016317,-72.71196919797522,41.753975300063374,-72.71141790447955,41.753955056354975,-72.71140657166367,41.75409201980488,-72.71176755364623,41.75410525763658	184055	PIN	137477040		303004010		7524.815369	401.0235411	Three Family												
			Polygon	-72.7064213079857,41.75400209857045,-72.70645164409373,41.754015447244846,-72.70674738525581,41.7541454445929,-72.70676786590164,41.754154426934775,-72.70676896503383,41.75415492131774,-72.70686374526286,41.7540351138786,-72.70686279267244,41.754034701022256,-72.70684370433332,41.75402626978969,-72.70653847450521,41.753891849955714,-72.70651627204352,41.753882044495924,-72.70642633313814,41.753995733727706,-72.7064213079857,41.75400209857045	184060	PIN	137482124		317002013		5587.567749	321.5891579	Three Family												
			Polygon	-72.70708039772504,41.75400176926934,-72.70708168000925,41.754002400931654,-72.70709347725419,41.75400786644464,-72.70741368825264,41.754157274128644,-72.70741497200605,41.75415568291738,-72.70750938120167,41.75404097918076,-72.70751018813922,41.75403996409262,-72.70720203232557,41.75389442972701,-72.70717653289654,41.7538823462729,-72.70717506740716,41.75388165965795,-72.70708039772504,41.75400176926934	184061	PIN	137481106		317001023		5435.316895	316.2952561	Three Family												
			Polygon	-72.71296548884715,41.754171840414834,-72.71310427471911,41.75417704412274,-72.71312735219885,41.75387518020665,-72.71289647084188,41.753866900797874,-72.71288425892756,41.75400852939575,-72.71291980733835,41.754009912965145,-72.71284015266191,41.7541673818282,-72.71286881136776,41.754168461323346,-72.71296548884715,41.754171840414834	184063	PIN	114477034		303004021		6947.74176	368.1908662	Raised Ranch												
			Polygon	-72.71380300382101,41.754205888276715,-72.71403351972603,41.75421468717079,-72.7140672725304,41.754215987498455,-72.71407452883541,41.75421626418592,-72.71407438763367,41.754206549375446,-72.71407258948693,41.75407877493495,-72.71406551644084,41.75407849830436,-72.71404286916432,41.754077640522254,-72.71327839268184,41.75404839271803,-72.71326054514896,41.75404772840944,-72.71325991636412,41.754055851291234,-72.71324965598664,41.75418471962009,-72.71326900723923,41.754185494180234,-72.71380300382101,41.754205888276715	184067	PIN	114471020		303001017		11183.90582	547.3425346	Cape Cod												
			Polygon	-72.71063501728361,41.75419453266035,-72.71063798574984,41.754194670887095,-72.71064509542552,41.75419497604064,-72.71117330058065,41.75421757490084,-72.71121027824033,41.754219179020325,-72.71122106178,41.75408218796637,-72.71065001805425,41.75405521045513,-72.71064276181534,41.75405487866666,-72.71063501728361,41.75419453266035	184068	PIN	137479061		303003030		7956.591675	416.2699123	Old Style												
			Polygon	-72.70751018813922,41.75403996409262,-72.70751894445179,41.75404411118579,-72.7078442114057,41.754197718289625,-72.7078879199675,41.7542183438233,-72.70798511583847,41.75410037501778,-72.70798555594365,41.754099881206834,-72.7079630970604,41.754089444747216,-72.7078923131086,41.75405662474237,-72.70761427070201,41.753927596470106,-72.70760588072332,41.75392369650421,-72.70751018813922,41.75403996409262	184069	PIN	137481086		317001010		6123.222656	344.2246791	Three Family												
			Polygon	-72.70194877653574,41.75415296012308,-72.70228657207291,41.75424689992133,-72.70243778281456,41.753851016954016,-72.70210002585429,41.75375696783324,-72.70194877653574,41.75415296012308	184071	PIN	160486056		319002009		14710.82251	496.773677	APARTMENT												
			Polygon	-72.71139391274728,41.754240206928536,-72.71175647145219,41.7542534453216,-72.71176755364623,41.75410525763658,-72.71140657166367,41.75409201980488,-72.71139391274728,41.754240206928536	184072	PIN	137477041		303004009		5345.977722	305.8534176	Three Family												
			Polygon	-72.70633004828161,41.75411743379597,-72.70635415575205,41.75412839261094,-72.70665582955974,41.75426552843054,-72.70667345226771,41.75427354835836,-72.70667466131138,41.75427409681162,-72.70676896503383,41.75415492131774,-72.70676786590164,41.754154426934775,-72.70674738525581,41.7541454445929,-72.70645164409373,41.754015447244846,-72.7064213079857,41.75400209857045,-72.70633283599157,41.7541138672809,-72.70633004828161,41.75411743379597	184073	PIN	137482123		317002014		5462.681396	319.3317388	Old Style												
			Polygon	-72.70698646130433,41.75412091857343,-72.70698719404159,41.7541212756035,-72.70702624958459,41.75413934754522,-72.7073172247555,41.7542744468801,-72.7073188386062,41.754272471592195,-72.70741368825264,41.754157274128644,-72.70709347725419,41.75400786644464,-72.70708168000925,41.754002400931654,-72.70708039772504,41.75400176926934,-72.70698646130433,41.75412091857343	184074	PIN	137481107		317001022		5362.830505	313.9132243	Two Family												
			Polygon	-72.70228657207291,41.75424689992133,-72.70245512222701,41.754293622319906,-72.70260633184563,41.753898013564616,-72.70243778281456,41.753851016954016,-72.70228657207291,41.75424689992133	184079	PIN	160486055		319002010		7336.698975	398.1035897	APARTMENT												
			Polygon	-72.70741368825264,41.754157274128644,-72.7074228476208,41.75416155859198,-72.70776834012975,41.75432277503293,-72.70779255765201,41.75433406290116,-72.70779263562532,41.754333917997144,-72.70788733312273,41.754219057123116,-72.7078879199675,41.7542183438233,-72.7078442114057,41.754197718289625,-72.70751894445179,41.75404411118579,-72.70751018813922,41.75403996409262,-72.70750938120167,41.75404097918076,-72.70741497200605,41.75415568291738,-72.70741368825264,41.754157274128644	184088	PIN	137481085		317001011		6076.110413	343.4168791	Two Family												
			Polygon	-72.70245512222701,41.754293622319906,-72.70262433208337,41.75434064575622,-72.7027753575736,41.75394498268058,-72.70260633184563,41.753898013564616,-72.70245512222701,41.754293622319906	184089	PIN	160486054		319002011		7358.826355	398.3379183	APARTMENT												
			Polygon	-72.71379135899213,41.75431993707946,-72.71383848841027,41.754321708198376,-72.71444904552327,41.75434459312386,-72.71471522069979,41.75435458253472,-72.71476103084007,41.7543562971302,-72.71479185189537,41.75435745913629,-72.71479185189581,41.75435745912817,-72.71479185592517,41.75435738558729,-72.71479543905465,41.75429192672285,-72.71480291897977,41.754154824559855,-72.7148066713248,41.7540860598512,-72.71481039770738,41.754017749822765,-72.7148178752601,41.75388064766288,-72.71481887455619,41.75386264545854,-72.7148016497533,41.7538626402064,-72.71479934089312,41.75386263950219,-72.7147576348154,41.75386262677378,-72.71475646956398,41.75384885010944,-72.71475180875774,41.75379338669455,-72.7147445911792,41.75378937783438,-72.71473788650152,41.7537856984446,-72.71473858778826,41.75377658763401,-72.71473862472092,41.753776066231154,-72.71458396086962,41.753788944452225,-72.71421232759877,41.753819840223244,-72.71406888517369,41.75381979565267,-72.71406927332912,41.75384677209096,-72.71407061349807,41.753941285667935,-72.71407258948693,41.75407877493495,-72.71407438763367,41.754206549375446,-72.71407452883541,41.75421626418592,-72.7140672725304,41.754215987498455,-72.71403351972603,41.75421468717079,-72.71380300382101,41.754205888276715,-72.71380178754967,41.75421815484622,-72.71379135899213,41.75431993707946	184091	PIN	114471003		303001025		42348.76367	947.9942383	MFG/PROCESS												
			Polygon	-72.71062738343306,41.75433292431586,-72.71067143423807,41.75433475056358,-72.71118380902806,41.75435602757986,-72.7111994210611,41.75435666401517,-72.71120994562125,41.75422381674911,-72.71121027824033,41.754219179020325,-72.71117330058065,41.75421757490084,-72.71064509542552,41.75419497604064,-72.71063798574984,41.754194670887095,-72.71063501728361,41.75419453266035,-72.7106290510809,41.75430260054315,-72.71062738343306,41.75433292431586	184092	PIN	137479060		303003031		7890.599792	414.2065963	Three Family												
			Polygon	-72.70262433208337,41.75434064575622,-72.70279288250472,41.75438767038917,-72.70294434689836,41.75399195153353,-72.7027753575736,41.75394498268058,-72.70262433208337,41.75434064575622	184100	PIN	160486053		319002012		7346.660828	398.2177082	APARTMENT												
			Polygon	-72.70689402841761,41.75423814736026,-72.70689424823715,41.754238257213714,-72.70692282544798,41.754251550220744,-72.70722153115216,41.75439068677636,-72.7072225581369,41.75438945222914,-72.7073172247555,41.7542744468801,-72.70702624958459,41.75413934754522,-72.70698719404159,41.7541212756035,-72.70698646130433,41.75412091857343,-72.70689402841761,41.75423814736026	184101	PIN	137481108		317001021		5251.943054	310.7902088													
			Polygon	-72.71139391274728,41.754240206928536,-72.71139272970389,41.75425744063846,-72.71138165674675,41.75438866860875,-72.71171379832813,41.75440085412477,-72.71174538902893,41.75440193487146,-72.71175647145219,41.7542534453216,-72.71139391274728,41.754240206928536	184104	PIN	137477042		303004008		5375.907532	306.8062315	Three Family												
			Polygon	-72.71174538902893,41.75440193487146,-72.71193255080388,41.75440888491238,-72.71195720669472,41.75411218016317,-72.71176755364623,41.75410525763658,-72.71175647145219,41.7542534453216,-72.71174538902893,41.75440193487146	184106	PIN	137477043		303004007		5574.24585	319.5448205	Two Family												
			Polygon	-72.71193255080388,41.75440888491238,-72.7121109537439,41.75441547501758,-72.71214397166852,41.75398161449412,-72.71196919797522,41.753975300063374,-72.71195720669472,41.75411218016317,-72.71193255080388,41.75440888491238	184109	PIN	137477044		303004006		7646.720154	413.1471036	APARTMENT												
			Polygon	-72.7121109537439,41.75441547501758,-72.71229419435785,41.75442209387045,-72.71232677124148,41.753988288037355,-72.71221429893708,41.753984162283366,-72.71214397166852,41.75398161449412,-72.7121109537439,41.75441547501758	184111	PIN	137477045		303004005		7916.505737	416.6737012	Colonial												
			Polygon	-72.70279288250472,41.75438767038917,-72.70291379943157,41.754421172613824,-72.70306482334034,41.75402550830951,-72.70294434689836,41.75399195153353,-72.70279288250472,41.75438767038917	184112	PIN	160486052		319002013		5252.795349	370.2076693	MIXED USE												
			Polygon	-72.71229419435785,41.75442209387045,-72.71252119280406,41.75443042810722,-72.71255398822075,41.753996347853914,-72.71251799989838,41.75399521101452,-72.71232677124148,41.753988288037355,-72.71229419435785,41.75442209387045	184114	PIN	137477046		303004004		9823.93396	440.8364247	Three Family												
